english_name,arabic_name,latitude,longitude,found_name,address
سيدي شبيب,Sidi Shbeeb,31.0370006,28.2953817,محطة قطار سيدى شبيب,"27PW+R52, قسم, Al Dabaa, Marsa Matrouh Governorate 5002643, Egypt"
الفردية,Fardyah,31.0183325,29.7981673,Amiriya Train Station,"2Q9X+87M, Al Amrereyah Gharb, Amreya 1, Alexandria Governorate 5254501, Egypt"
اطنوح,Atnoh,30.281027,31.2934789,Taha Noub Train Station,"Taha Nob, Shibin el-Qanater, Al-Qalyubia Governorate 6330451, Egypt"
سيدي حنوش,Sidi Hanosh,31.1635555,27.6285705,محطة قطار سيدى حنيش,"5J7H+89H, Mersa Matruh, Marsa Matrouh Governorate 5058506, Egypt"
جرولة,Grawlah,31.2413008,27.3941201,محطة قطار جراولة,"69RV+GJ9, Mersa Matruh, Marsa Matrouh Governorate 5058251, Egypt"
الحضرة,Hadrah,31.2041261,29.9297362,El Hadra El Baharia Train Station,"Al Ibrahimeyah Qebli WA Al Hadrah Bahri, Bab Shar', Alexandria Governorate 5422031, Egypt"
الظاهرية,Zahiriyyah,31.228861,29.96541,محطة قطار الظاهرية - Ad Dhahereyya Railway Station,"2 Adel Awad Allah, ADH Dhahereyah WA Izbat as Safih, El Raml 1, Alexandria Governorate 5450015, Egypt"
السوق,Souq,31.2339786,29.9713809,El Sook Train Station,"Al Mahrousah, El Raml 2, Alexandria Governorate 5450310, Egypt"
غبريال,Ghobrial,31.2383257,29.9760592,محطة قطار غبريال,"1 Masgd Al Rahman, Al Mahrousah, El Raml 2, Alexandria Governorate 5447306, Egypt"
الرمل,Raml,31.2013546,29.9010136,El Raml Station,"Al Mesallah Sharq, Al Attarin, Alexandria Governorate 5372045, Egypt"
النقراشي باشا,Nokrashy,31.2484594,29.979767,محطة قطار النقراشى باشا,"6XXH+9WJ، الإسكندرية، السيوف قبلي (تشمل عزبة درباÙ، قسم ثان المنتزة،, Montaza 1, Alexandria Governorate, Egypt"
سيدي بشر,Sidi Bishr,31.2525578,29.9763514,Sidi Bishr Tram Station,"شارع عبد السلام عارف، السيوف بحري، قسم أول المنتزة،, Alexandria Governorate 21613, Egypt"
العصافرة,Asafra,31.2714171,30.0068955,محطة قطار العصافرة El Asafra Train Station,"Branched from Malk Hafni, Al Mandarah Qebli, Montaza 2, Alexandria Governorate 5524418, Egypt"
المندرة,Mandara,31.2784237,30.0136229,El Mandara Station,"Al Mandarah Qebli, Montaza 2, Alexandria Governorate 5524640, Egypt"
المنتزة,Montaza,31.282662,30.020769,El Montazaha Train Station,"Al Mandarah Bahri, Montaza 2, Alexandria Governorate 5525073, Egypt"
الاصلاح,Eslah,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
المعمورة,Mamurah,31.2941268,30.0537222,محطة قطار المعمورة البلد,"73V3+JGR, Al Maamourah, Montaza 2, Alexandria Governorate 5523407, Egypt"
الكلية البحرية,Naval college,31.2949752,30.0766014,Naval college,"73VG+XJX، شارع المنشاوى, Montaza 2, Alexandria Governorate, Egypt"
الطابية,Tabya,31.2798318,30.0825137,El Tabia Train Station,"At Tarh, Kafr El Dawwar, Beheira Governorate 5922373, Egypt"
سماد ابو قير,Abo Qir Fertilizer,31.2714168,30.0960803,Abu Qir Fertilizer Company,"73CW+HC8, Al Taanea Khet Rashid, At Tarh, Montaza 2, Alexandria Governorate 21911, Egypt"
الطرح,Tarh,31.2798318,30.0825137,El Tabia Train Station,"At Tarh, Kafr El Dawwar, Beheira Governorate 5922373, Egypt"
المعدية,Maadeyah,31.2673033,30.1745691,El-Madia Train Station,"758F+WRG, Edku, Beheira Governorate 5954024, Egypt"
الابعدية,Abaadiah,31.228861,29.96541,محطة قطار الظاهرية - Ad Dhahereyya Railway Station,"2 Adel Awad Allah, ADH Dhahereyah WA Izbat as Safih, El Raml 1, Alexandria Governorate 5450015, Egypt"
بحيرة ادكو,Lago Idku,31.2985063,30.303744,Edku Railway Station,"78X3+CF5, Edku, Beheira Governorate 5951126, Egypt"
الدمياطي,Damietty,31.4187479,31.8080119,Damietta Railway Station,"CR95+F6R, الكوبرى المعدنى, Qism Damietta, Dameitta Second, Damietta Governorate 8050302, Egypt"
ادكو,Idku,31.2985063,30.303744,Edku Railway Station,"78X3+CF5, Edku, Beheira Governorate 5951126, Egypt"
مياح,Miah,28.0968517,30.7540305,Minya Railway Station,"ميدان المحطة، المحطة, Minya, Minya Governorate 2451101, Egypt"
منشية الأمل,Manshyt Amel,31.3137168,30.3623294,محطة قطار منشاة/منشية الامل,"8976+2RJ, Edku, Beheira Governorate 5952952, Egypt"
سنهور,Sanhur,31.0691004,30.5511999,Train Station Sanhour lake,"3H92+JFW, Sanhour, Damanhour, Beheira Governorate 5853251, Egypt"
الهوارية,Hwariah,30.9608283,29.6763621,محطة قطار مطار برج العرب - الهوارية,"XM6G+8GX برج العرب الجديدة, Bahig, Second Al Amreya, Alexandria Governorate 5244502, Egypt"
الخزان,Khazan,31.0885504,30.5823937,محطة قطارات الخزان,"3HQJ+CXC, Menyet Bani Mousa, Rahmaniya, Beheira Governorate 5863501, Egypt"
الرحمانية,Rahmaniah,31.1263656,30.6276771,Rahmaniyah Train Station,"Ezbet Kafr Ghoneim, Rahmaniya, Beheira Governorate 5864002, Egypt"
دسوق,Desouk,31.1325289,30.6410124,Desouk Train Station,"4JMR+2C2, Kafr Ibrahim, Desouk, Kafr El-Sheikh Governorate 6830214, Egypt"
المدينة,Madinah,24.4741248,39.6997404,Madinah train station,"3500, 8183, Al Hadra, Madinah 42368, Saudi Arabia"
شباس,Shbas,31.2189328,29.9424796,Sidi Gaber Railway Station,"Abou Quer, Sidi Gabir, Sidi Gaber, Alexandria Governorate 5433011, Egypt"
البكاتوش,Bekatush,31.0673957,30.8009092,محطة قطار البكاتوش,"دسوق - طنطا، البتاتوش، قلين، كفر الشيخ،، 3R92+49C، البتاتوش، مركز قلين، كفر الشيخ 6842010،، البتاتوش، مركز قلين، كفر الشيخ 6840494،, Egypt"
السنطة,Santa,30.7301618,31.1232963,محطه قطار السنطه,"Madinet as Santah, El Santa, Gharbia Governorate 6657010, Egypt"
تفهنا الاشراف,Tafhna Ashraf,30.6739117,31.350814,Tafna Al-Ashraf station,"M9F2+H83, Tafahnah Al Ashraf, Mit Ghamr, Dakahlia Governorate 7523321, Egypt"
قليشان,Qilishan,30.8361625,30.6777163,محطة قطارات قليشان,"RMPH+F38، قرية قليشان، قليشان، مركز إيتاى البارود،, Itay El Barud, Beheira Governorate, Egypt"
صفط العنب,Saft Inab,30.81648689999999,30.6829807,Grapes Saft Train Station,"RM8M+H5X, Saft Al Enab, Kom Hamada, Beheira Governorate 5765707, Egypt"
النقيدي,Naqidi,30.7900945,30.6898098,محطة قطار النقيدي,"An Nakeidi, Kom Hamada, Beheira Governorate 5764671, Egypt"
كوم حمادة,Kom Hamada,30.7602888,30.69762739999999,Kom Hamada Train Station,"Kom Hamada, Beheira Governorate 5764511, Egypt"
كفر بولين,Kafr Bulin,30.7305149,30.7381555,محطه قطار كفر بولين,"PPJQ+672, Kafr Bawlen, Kom Hamada, Beheira Governorate 5764115, Egypt"
واقد,Waqid,30.6953611,30.738818,محطة واقد,"MPWQ+4GW، Unnamed Road, واكد، مركز كوم حمادة،، واكد، مركز كوم حمادة، البحيرة،, Kom Hamada, Egypt"
منشاة ابو رية,Monshaat Abo Rayyah,30.6727858,30.7537101,Monshaat Abu Rayyah,"Monshaat Abu Rayyah, Monshaat Abu Raya, Kom Hamada, Beheira Governorate 5750243, Egypt"
الاتحاد,Ethaad,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
الطيرية البلد,Tairyyah B,30.6294236,30.7799995,محطة قطار الطيرية,"JQHH+QX, At Tabareyah, Kom Hamada, Beheira Governorate 5761501, Egypt"
ابو الخاوي,Abo Khawi,30.7270372,31.6684678,محطة سكك حديد أبوكبير,"PMG9+R98، Abu Kebeer, أبو كبير، مركز أبو كبير، الشرقية،, Abu Kabir, Egypt"
مديرية التحرير,Modiriyat Tahrir,30.5453561,30.8002565,Modiriyat Al-Tahrir Train Station,"GRW2+44W، مديرية التحرير، قرية ام صابر -قرية سن البحرية، Aklam, مركز كوم حمادة، البحيرة،, Badr, Egypt"
البريجات,Birijat,30.496894,30.81401889999999,محطة قطار البريجات,"FRW7+QJ7, Demeshli, Kom Hamada, Beheira Governorate 5761034, Egypt"
كفر داود,Kafr Dawoud,30.4632215,30.8237301,محطة سكك حديد كفرداود,"Sadat City, Menofia Governorate 6014366, Egypt"
الطرانة,Tarranah,30.426647,30.826783,محطة قطار الطرانه,"CRGG+MP3، Unnamed Road, الطرانة، منوف، المنوفية،, Sadat City, Egypt"
الاخماس,Akhmas,30.0626726,31.2458461,Ramsis station,"Ramses, Al Fagalah, Al Azbakeya, Cairo Governorate 4321102, Egypt"
الخطاطبة,Khatatbah,30.3585804,30.81878739999999,محطة قطار الخطاطبة,"9R59+CGM, Matob Rd, الظهير الصحراوى، Sadat City, Beheira Governorate 6014030, Egypt"
بني سلامة,Beni Salamah,30.3195343,30.8344153,محطة قطار بني سلامه,"8R9M+RQ7, Unnamed Road, بني سلامة، إمبابة،،, Bani Salamah, Monsha'et El Kanater, Giza Governorate, Egypt"
وردان,Werdan,30.29122,30.88349149999999,محطه قطار وردان,"الخطاطبة - منشيه رضوان، بني سلامة، إمبابة، الجيزة،, Monsha'et El Kanater, 3605310, Egypt"
ابو غالب,Abo Ghaleb,30.2732276,30.9075408,Abu Ghalib station,"7WF5+72V، محطةقطار ابوغالب،، المنيرة، إمبابة،, Monsha'et El Kanater, Giza Governorate, Egypt"
الجزيرة الوسطانية,Gezira wastanih,30.2311619,30.9534344,محطة الجزيرة الوسطانية,"6XJ3+F98، القطما، إمبابة،, Monsha'et El Kanater, Giza Governorate 3624013, Egypt"
القطا البلد,Qata B,30.96844,30.9593523,Qutour Train Station,"XX95+9PH, Madinet Qotour, Kotoor, Gharbia Governorate 6724732, Egypt"
القطا,Qata,30.2071047,30.9802159,محطة القطا,"6X4J+R3W، القطما، إمبابة،, Monsha'et El Kanater, Giza Governorate, Egypt"
برقاش,Birqash,30.16907639999999,31.02665229999999,محطة قطار (برقاش),"529G+JMJ, Barqash, Monsha'et El Kanater, Giza Governorate 3660911, Egypt"
نكلا,Niklah,30.172264,31.0513236,Nekla railway station,"نكلا, Al Omraneyah, Giza Governorate, Egypt"
ذات الكوم,Zat Kom,30.0092238,31.2079466,El Giza Station,"2655+M5R, Al Omraneyah Ash Sharqeyah, El Omraniya, Giza Governorate 3724110, Egypt"
المناشي,Manashi,28.0968517,30.7540305,Minya Railway Station,"ميدان المحطة، المحطة, Minya, Minya Governorate 2451101, Egypt"
الجلاتمة,Gelatmah,30.1744541,31.1145684,Algelatmh Station,"54F7+QRP, Al Gelatmah, Monsha'et El Kanater, Giza Governorate 3683813, Egypt"
برطس,Bartas,30.1506253,31.1425579,Burtus Railway Station,"مسجد غزال, Kornish Al Nile، صيدة, Ossim, Giza Governorate 3677701, Egypt"
اوسيم,Ossim,30.130608,31.163173,محطة قطار اوسيم,"طريق أرض اللواء، سقيل، مركز أوسيم، الجيزة،, Ossim, Egypt"
الكوم الاحمر,Kom Ahmar,30.1076745,31.1843115,For Fish,"الكوم الاحمر, Ossim, Cairo Governorate, Egypt"
بشتيل البلد,Bashtil B,30.0859996,31.1834728,محطة قطار بشتيل البلد,"35PM+99X, مبروك، بشتيل، الوراق، الجيزه،, بشتيل، مركز أوسيم، الجيزة،, Ossim, Egypt"
جامعة الزقازيق,Zagazig University,30.5825893,31.5020755,محطة قطارات الزقازيق,"برج ساعة المحطه، نفق السكه الحديد، يوسف، قسم ثان الزقازيق، الشرقية، وسط مدينة الزقازيق قريبه من الكورنيش بجوار، شارع فاروق, Al-Sharqia Governorate 44511, Egypt"
الطيرية,Tairyyah,30.6294236,30.7799995,محطة قطار الطيرية,"JQHH+QX, At Tabareyah, Kom Hamada, Beheira Governorate 5761501, Egypt"
برج العرب ج,Burj Arab N,30.8557724,29.54191449999999,Borg Al Arab - Alexandria Railway Station,"Hod Sakrah WA Abu Hamad, New Borg El Arab, Alexandria Governorate 5220601, Egypt"
كفر بني هلال,Kafr Beni Helal,31.0390582,30.503265,Kafr Bani Hilal Train Station,"2GQ3+J8C, Izab Naqarha, Damanhour, Beheira Governorate 5852612, Egypt"
نفرة,Nefrah,30.0626726,31.2458461,Ramsis station,"Ramses, Al Fagalah, Al Azbakeya, Cairo Governorate 4321102, Egypt"
الفتح,Fath,31.1034936,30.6059659,Train station opening,"4J34+92H, Nazaret Al Ansha, Rahmaniya, Beheira Governorate 5863710, Egypt"
جماجمون,Gmagmun,31.1154562,30.6903807,محطة قطار قرية جماجمون,"جماجمون, Desouk, Kafr El-Sheikh Governorate, Egypt"
كفر الجزاير,Kafr Gazayer,31.1095836,30.9393033,Kafr El-Sheikh Train Station,"محطه قطار كفرالشيخ، كفر الشيخ - طنطا، قسم كفر الشيخ،, Kafr El-Sheikh Governorate, Egypt"
عزبة جودة,Ezbet Godah,31.2189328,29.9424796,Sidi Gaber Railway Station,"Abou Quer, Sidi Gabir, Sidi Gaber, Alexandria Governorate 5433011, Egypt"
حوين,Hwin,24.0998701,32.902257,Aswan Railway Station,"كورنيش النيل، أسوان مدينة اسوان ثاني اجمل مدن العالم ذي طابع فريد، 81511, Egypt"
الابراهيمية,Ibrahimiah,31.214698,29.9264725,El Ibrahimeya Tram Station,"6W7G+VHH, Dr Ahmed Al Mahroki, Al Ibrahimeyah Bahri WA Sidi Gaber, Bab Shar', Alexandria Governorate 5424054, Egypt"
شبشير الحصة,Shebshir Hessah,30.8596528,31.0720689,محطة قطار شبشير الحصة,"V35C+VR8، شبشير الحصة, Tanta, Gharbia Governorate 6647792, Egypt"
الرجدية,Ragdiah,30.8306816,31.04739,محطة قطار الرجدية,"R2JW+7XC, AR Ragdeyah, Tanta, Gharbia Governorate 6648620, Egypt"
الحناوي,Henawi,29.8942953,31.2703259,El Hawamdeyya Train Station,"V7VC+P5C، الحوامدية،, El Hawamdeya, Giza Governorate, Egypt"
المنشأة الصغرى,Monshaah Soghra,26.4761159,31.7967943,محطة قطارات المنشاة,"shop 1 - 272 Mohamed Sedik St - Bandar ElMonshah, المنشاة - سوهاج، المنشأة سوهاج،، المنشأة، مركز المنشأة، سوهاج،، المنشأة، مركز المنشأة، سوهاج المنشأة، مركز المنشأة, Sohag, Sohag Governorate 1665295, Egypt"
الحميدية,Hamidiyyah,31.1935097,29.9064885,Alexandria,"Kom Ad Dakah Gharb, Al Attarin, Alexandria Governorate 5370052, Egypt"
رزقة أماي,Rezqet Amay,30.0626726,31.2458461,Ramsis station,"Ramses, Al Fagalah, Al Azbakeya, Cairo Governorate 4321102, Egypt"
دقميرة,Duqmayrah,31.1768839,31.0210753,محطة قطار دقميرة,"52GC+QC4, Al Khademeyah, Kafr el-Sheikh, Kafr El-Sheikh Governorate 6876633, Egypt"
السلام,Salam,31.1966908,31.0390069,محطة السلام,"52WQ+MJC, Al Helaqi, Kafr el-Sheikh, Kafr El-Sheikh Governorate 6876865, Egypt"
الكركات,Karykat,31.1867519,31.118755,محطة قطار الكراكات,"54P9+PG2 بيلا، الكراكات منتصف، شارع المحطه, Kafr Al Hegnah, Bila, Kafr El-Sheikh Governorate 6952201, Egypt"
كوم الحجنة,Kom Hajnah,31.1810567,31.1339641,محطه قطار كوم الحجنه,"54JM+783، كفر الحجنة، مركز بيلا، كفر الشيخ،, Egypt"
ميت الكرما,Mit Korma,31.0434508,31.3305898,محطة قطار ميت الكرماء,"28VJ+96P, Mit Al Koramaa, Talkha, Dakahlia Governorate 7625105, Egypt"
كفر العرب,Kafr Arab,31.022614,31.3073847,Kafr Al-Arab train station,"28F4+2XR, El-Mahala - Talkha Rd, Kafr El-Arab, Talkha, Dakahlia Governorate 7625011, Egypt"
ميت خلف,Mit Khalaf,30.5453011,31.042065,Mit Khalaf,"Mit Khalaf, Shibin el Kom, Menofia Governorate, Egypt"
الراهبين,Rahbayn,30.0626726,31.2458461,Ramsis station,"Ramses, Al Fagalah, Al Azbakeya, Cairo Governorate 4321102, Egypt"
محلة ابو على القنطرة,Mahallat Abo Ali Qantara,30.9745325,31.1959068,Mahalah Abou Ali El-Qantara,"Mahalah Abou Ali El-Qantara, El Mahalla El Kubra, Gharbia Governorate, Egypt"
غزل المحلة,Ghazl Mahalla,30.9689908,31.1687061,محطة قطار المحلة الكبرى,"X599+HFW, Al Mahalah Al Kubra (Part 2), El Mahalla El Kubra 2, Gharbia Governorate 6743104, Egypt"
منشية البكري,Manshyt Bakry,30.9519738,31.1521518,Manshyet El-Bakry Train Station,"شارع جمال عبد الناصر, Al Mahalah Al Kubra (Part 2), El Mahalla El Kubra 2, Gharbia Governorate 6744111, Egypt"
منية شنتا عياش,Minyat Shentena Ayash,30.9305727,31.1335976,محطه قطار عياش,"W4JM+6CH, Mansheyat Shentena Ayash, El Mahalla El Kubra, Gharbia Governorate 6735804, Egypt"
صفط تراب,Saft Turab,30.904126,31.1107083,محطة قطار صفط تراب,"W436+M74, Saft Torab, El Mahalla El Kubra, Gharbia Governorate 6735501, Egypt"
بساتين كفر البطيخ,Basatin Kafr Battikh,31.4189333,31.7620754,محطة بساتين كفر البطيخ,"CQ96+HRG، مدينة كفر البطيخ، كفر سعد،، مدينة كفر البطيخ، كفر البطيخ، دمياط،, Kafr El Battikh, Egypt"
كفر البطيخ,Kafr Battikh,31.4050582,31.7381575,محطة كفر البطيخ,"مدينة كفر البطيخ، شارع المحطة الجديدة, Egypt"
التوفيقية البلد,Tawfiqiah B,30.8161827,30.7480033,محطة قطار التوفيقية,"RP8X+F6C، ميت حبيش البحرية، طنطا، الغربية،، زبيدة، مركز إيتاى البارود، البحيرة،, Itay El Barud, Egypt"
كفر سعد البلد,Kafr Saad B,31.3193105,31.656042,محطه قطار كفر سعد البلد,"8M94+Q6M، كفر سعد البلد، كفر أبو سعد, Mit Abou Ghaleb, Kafr Saad, Damietta Governorate 7951726, Egypt"
السوالم,Swalem,24.0998701,32.902257,Aswan Railway Station,"كورنيش النيل، أسوان مدينة اسوان ثاني اجمل مدن العالم ذي طابع فريد، 81511, Egypt"
الصبرية,Sabreyah,31.224149,31.5780756,محطة الصبرية,"6HFH+M64، طريق طلخا - دمياط، الصبرية، شربين، الدقهلية،, Shirbin, Egypt"
السعادوه,Saadwa,30.7687361,31.8462078,Train Station Saaant,"QR9W+FFW, El-Ghazaly, Faqous, Al-Sharqia Governorate 7335331, Egypt"
كفر الدبوسي,Kafr Dabbusi,31.1887933,31.5002258,محطة كفر الدبوسي,"5GQ2+G39, Sherbeen Mansoura St, Kafr Ad Dabousi, Shirbin, Dakahlia Governorate 7740110, Egypt"
كفر الحطبه,Kafr Hatabah,31.1825118,31.4844172,محطة كفر الحطبة,"5FMM+2Q3, Sherbeen Mansoura St, كفر الحطبة، Shirbin, Dakahlia Governorate 7740102, Egypt"
الحاج خليل,Hag Khaleel,30.7332201,31.8451859,محطة قطار كفر الحاج عمر,"كفر الحاج عمر - مركز فاقوس - الشرقية - مصر، السعرانه - المشايخ, Faqous, Al-Sharqia Governorate 44768, Egypt"
بطره,Batrah,31.1659466,31.4419081,Battra Train Station,"5C8R+9QC, بالقرب من كوبري المشاه بساط بطره طلخا, Batrah, Talkha, Dakahlia Governorate, Egypt"
ديسط,Daysat,31.1498952,31.4336168,محطة قطار ديسط,"4CXM+XC5، طريق طلخا - دمياط، ديسط، طلخا، الدقهلية،, Talkha, Egypt"
الطويلة,Tawilah,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
شرنقاش,Shirinqash,31.0952504,31.4048013,محطة شرنقاش,"3CW3+6MH, Dar as Salam (Shrenqash Previous), Talkha, Dakahlia Governorate 7623284, Egypt"
ميت عنتر,Mit Antar,31.0841945,31.3990103,محطة قطار ميت عنتر,"39MX+MJC, Mit Antar, Talkha, Dakahlia Governorate 7625713, Egypt"
سماد طلخا,Semad Talkha,31.0540958,31.3772871,Talkha Train Station,"393G+JWM, Talkha City, Talkha, Dakahlia Governorate 7625388, Egypt"
جمصة,Gamasa,31.2776877,31.6220239,محطة قطار جمصة,"7JHC+3RC, Ras El-Khalig, Shirbin, Dakahlia Governorate 7745990, Egypt"
ام الزين,Om Zein,30.6454412,31.39374339999999,محطه قطار ام الزين,"J9WV+2CC, Umm AZ Zein, Zagazig, Al-Sharqia Governorate 7105001, Egypt"
النخاس,Naghas,30.6229264,31.4270402,محطة النخاس,"JCFG+5RF, An Nakhas, Zagazig, Al-Sharqia Governorate 7105310, Egypt"
الفردان,Ferdan,30.6837494,32.3318205,محطة قطار الفردان,"M8MJ+FPW، بورسعيد, El Qantara El Sharqiya, Ismailia Governorate 8373175, Egypt"
البلاح,Balah,30.77082699999999,32.3167852,محطة قطار البلاح,"Q8C8+8P مركز القنطره غرب،, Egypt"
ميت حبيش ق,Mit Hebeish Q,30.7505779,31.0315883,محطة قطار ميت حبيش القبلية,"Q22J+6JP، ميت حبيش القبلية، Tanta, Gharbia Governorate 6642378, Egypt"
شبراقاص,Shobraqas,30.7425348,31.0708779,محطة قطار شبرا قاص,"شبرا قاص، السنطة،، P3VC+349، شبرا قاص، السنطه،, Gharbia Governorate 6651590،, Egypt"
عبد الستار,Major Abd Satar,31.2189328,29.9424796,Sidi Gaber Railway Station,"Abou Quer, Sidi Gabir, Sidi Gaber, Alexandria Governorate 5433011, Egypt"
المنشأة الكبرى,Monshaah Kubra,30.7249929,31.1551797,محطة قطار المنشاة الكبرى,"P5F4+X3V، طنطا - ميت غمر، المنشأة الكبرى, El Santa, Gharbia Governorate 6657406, Egypt"
السملاوية,Samlaweyah,30.7242169,31.1798769,محطة قطار السملاوية,"طنطا - ميت غمر, Kafr Ad Daghaydah, Zefta, Gharbia Governorate, Egypt"
نهطاي,Nahtay,30.7236959,31.1929569,Nahtay Train Station,"P5FV+F5G, Nahtay, Zefta, Gharbia Governorate 6673430, Egypt"
كوم النور,Kom Nour,24.4768122,32.9472276,Kom Ombo Railway Station,"كوم امبو، كوم أمبو، مركز كوم أمبو، اسوان, Aswan Governorate, Egypt"
دنديط,Dandit,30.6881539,31.3092898,Dandit,"Dandit, Dandit WA Kafr Mahmoud Nafee, Mit Ghamr, Dakahlia Governorate, Egypt"
كفر الوزير,Kafr Wazir,30.6811661,31.3374435,محطة كفر الوزير,"M8JP+FX8، كفر الوزير، ميت غمر،, Mit Ghamr, Dakahlia Governorate, Egypt"
ميت القرشي,Mit Qershi,30.6678976,31.3604861,Meet Qurashi Train Station,"M996+555, Kafr Barbari Suleiman, Mit Ghamr, Dakahlia Governorate 7523425, Egypt"
ميت ابو العربي,Mit Abo Orabi,30.6583153,31.3747222,محطه قطار ميت ابو عربي,"M95F+8V, Mit Al Qershi, Mit Ghamr, Dakahlia Governorate 7523401, Egypt"
كفر الحلبي,Kafr Halaby,30.6357811,31.407929,محطه قطار الحلبى,"JCP5+857، محطة الحلبي، الزقازيق - ميت غمر، كفر الحلبي، مركز الزقازيق،, Al-Sharqia Governorate 7105201،, Egypt"
كفر الاشراف,Kafr Ashraf,31.1095836,30.9393033,Kafr El-Sheikh Train Station,"محطه قطار كفرالشيخ، كفر الشيخ - طنطا، قسم كفر الشيخ،, Kafr El-Sheikh Governorate, Egypt"
شيبة النكارية,Shibat Nakariyah,30.5942637,31.4692999,محطة قطار شيبة,"HFV9+MPR, An Nakariah, Zagazig, Al-Sharqia Governorate 7105601, Egypt"
كفر الشناوي,Kafr Shennawy,31.1095836,30.9393033,Kafr El-Sheikh Train Station,"محطه قطار كفرالشيخ، كفر الشيخ - طنطا، قسم كفر الشيخ،, Kafr El-Sheikh Governorate, Egypt"
منشية البدراوي,Manshyt Badrawy,31.1997385,31.3175506,محطة سكك حديد منشية البدراوي,"6828+3P8، الخازندار، طلخا, Al Khazendar, Nabaroh, Dakahlia Governorate 7617214, Egypt"
بهوت,Buhut,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
كفر الجرايدة,Kafr Garaydah,31.1754344,31.22707539999999,Biyala Train Station,"56CC+XJ8, El-Thawra, Madinet Biyala, Bila, Kafr El-Sheikh Governorate 6963412, Egypt"
الشبانات,Shabanat,30.5726405,31.5751107,محطة قطارات الشبانات,"Ash Shabanat, Zagazig, Al-Sharqia Governorate 7148101, Egypt"
صفط الحنة,Saft Hinnah,30.5610747,31.6048453,Saft El-Henna Train Station,"HJ63+CWH, Ismailia - El-Zakazik Rd, Ash Shabanat, Zagazig, Al-Sharqia Governorate 7155001, Egypt"
البعالوة ,Baalwh,30.5480366,31.8578792,Ba’alwa train station,"GVX5+656، Unnamed Road, التل الكبير، الإسماعيلية،، التل الكبير، الإسماعيلية،, Tell El Kebir, Egypt"
المحسمة,Mahsmh,30.56206839999999,32.0135118,محطة قطار المحسمة,"H267+RCC، المحسمة، Tell El Kebir, Ismailia Governorate 8328220, Egypt"
محمد البغدادي,mohamed Baghdady,24.8842473,30.5677885,Baghdad Train Station,"VHM9+M4V, Paris, The New Valley Governorate 1016004, Egypt"
ابو جريش,Abo Gresh,30.5536868,32.0795839,محطة قطار ابو جريش,"H33H+FRG، طريق الإسماعيليه الزراعي، الإسماعيلية،, Abu Suwir, Egypt"
الواصفية,Wasfih,30.5800076,32.173758,Allowasfih Train Station in Ismailia,"الواصفية على بعد 100 متر من الوحدة المحلية لمدينة الواصفية, Egypt"
