english_name,arabic_name,latitude,longitude,found_name,address
نفيشة,Nafesha,30.5757362,32.2411012,محطة قطار نفيشة,"H6GR+7C، قسم أول، Ismailia Governorate 8335814, Egypt"
معسكر الجلاء,Galaa Camp,30.5844524,32.2541464,محطة قطار معسكر الجلاء,"H7M3+QMJ، Unnamed Road, Ismailia 1, Ismailia Governorate 8335844, Egypt"
سرس الليان,Sirs Layyanah,30.4493801,30.9715686,محطة سرس الليان,"CXXC+QJ9, Madinet SERS Al Layanah, Menouf, Menofia Governorate 6063150, Egypt"
كفر شبرا زنجي,Kafr Shobra Zanji,30.4454506,31.0012095,Kafr Shubra Zanji,"Kafr Shubra Zanji, Kafr Shubra Zengi, El-Bagour, Menofia Governorate, Egypt"
جروان,Jarawan,30.4340667,31.0144291,محطة جروان,"C2M7+JQF، جروان، الباجور، المنوفية،, El-Bagour, Egypt"
الباجور,Bagour,30.4338901,31.0372383,محطة قطار الباجور,"C2MP+HV5, El-Bagour City, El-Bagour, Menofia Governorate 6075564, Egypt"
سبك الضحاك,Subk Dahhak,30.442502,31.0694261,محطة قطار سبك الضحاك,"C3R9+JF2، سبك الضحاك، الباجور،, Menofia Governorate 32111،, Egypt"
ميت الواسطى,Mit Wusta,30.4481349,31.0890016,محطة ميت الواسطي,"C3XQ+7J2، الباجور- بنها، ميت الوسطى، الباجور، المنوفية،, El-Bagour, Egypt"
اسطنها,Istanha,30.4573716,31.1206774,محطة اسطنها,"Astanha, El-Bagour, Menofia Governorate 6078402, Egypt"
كفر بطا,Kafr Bata,30.4711269,31.153158,Kafr Bata Railway Station,"F5C3+F73, Bata, Banha, Al-Qalyubia Governorate 6454047, Egypt"
الكاب,Cap,30.947113,32.310634,محطة قطار الكاب,"W8W5+VMW، شرق التفريعة، بور سعيد 8515120،, Egypt"
الرسوة,Raswaa,24.4050004,32.9273139,Daraw Railway Station,"El-Abaseya, Draw, Aswan Governorate 81631, Egypt"
عامر,Amer,30.0264778,32.5561196,محطة قطار قرية عامر,"2HG4+HCX, Fifth Shyakha, Al Ganayen, Suez Governorate 8170701, Egypt"
الجناين,Ganayen,30.0618057,32.5522853,Ganayen train station,"3H62+PWC, Hurgada - Al Ismaileya, Fifth Shyakha, Al Ganayen, Suez Governorate 8174433, Egypt"
شلوفة,Shaloofh,30.1164716,32.5632979,محطه قطار الشلوفة,"4H87+H8M، جنيفة, Fifth Shyakha, Al Ganayen, Suez Governorate 8176804, Egypt"
كيلو 64,64 km,30.0626726,31.2458461,Ramsis station,"Ramses, Al Fagalah, Al Azbakeya, Cairo Governorate 4321102, Egypt"
ابو حلب,Abo halab,36.2152768,37.1480238,Aleppo Railway Station,"Aleppo, Syria"
كسفريت,kasfareet,30.2519675,32.402195,محطة قطار كسفريت,"7C22+QVP، كبريت، فيصل،, Fayid, Suez Governorate, Egypt"
فنارة,Fanara,30.2764878,32.3485461,محطة قطار فنارة,"78GX+HCV, Fayid, Ismailia Governorate 8340371, Egypt"
قمة فايد,Kemt Fayed,30.3024502,32.319646,محطه قطار قمه فايد,"8829+XVJ, Gamal Abd El-Nasir, Fayid, Ismailia Governorate 8343016, Egypt"
فايد ج,Fayed N,30.3315219,32.2937707,محطة قطار,"87JV+JG2, Fayid, Ismailia Governorate 8343321, Egypt"
السعيدية,Saidia,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
10 رمضان,10th of Ramadan,30.29512799999999,31.743813,10th of Ramadan City,"10th of Ramadan City 1, Al-Sharqia Governorate 7063111, Egypt"
عين غصين,Ain Ghoseen,30.510275,32.2972625,محطة قطار عين غصين,"G76X+429, Al Sweis Ismaelia Al Zerai, Ismailia, Ismailia Governorate 8352222, Egypt"
الضبعية,Ad Dabiyyah,31.0277678,28.4439331,محطة قطار الضبعة,"2CHV+4H3، Unnamed Road, قسم الضبعة، مطروح،, Ghazal, Egypt"
العجرود ج,Agrod N,30.0583893,32.4174263,Agrod Train Station,"3C58+9X3, Attaka, Suez Governorate 8138021, Egypt"
جبل عوبيد,Jabal Obaid,30.1056672,32.1462193,Jabal Obaid,"Jabal Obaid, Attaka, Suez Governorate 8138010, Egypt"
جبل الجفرة,Jabal Jufra,30.1939153,31.3578239,Mansheyet El-Jabal El-Asfar Train Station,"59V5+H48, Branshed from Al Maheta, Saryaqos, Al Khankah, Al-Qalyubia Governorate 6345048, Egypt"
وادي السيل,Wadi Sail,21.8034691,31.3392413,Wadi Halfa Railway Station,"Wadi Halfa, Sudan"
الربيكي,Robaikey,30.1690622,31.7715434,Rabaky Train Station,"Badr, Cairo Governorate 4954218, Egypt"
بدر,Badr,30.1748915,31.7161444,محطة بدر التبادلية القطار الكهربائي الخفيف LRT,"5PG8+395، الظهير الصحراوى لمحافظة القاهرة،, Cairo Governorate 4954540،, Egypt"
الشروق,Shorouk,30.1797494,31.60548559999999,محطة الشروق القطار الكهربائي,"5JH4+V5X, El Shorouk, Cairo Governorate 4924630, Egypt"
درب الحاج,Darb Haj,30.1713115,31.5418335,Darb al Hagg railway station,"5GCR+GQQ, El Shorouk, Cairo Governorate 4914066, Egypt"
العبور,Obour,30.162973,31.481647,El Obour,"El Shorouk, Cairo Governorate 4910901, Egypt"
عدلي منصور,Adly Mansour,30.146458,31.42132,Adly Mansour,"Huckstep, El Nozha, Cairo Governorate 4473430, Egypt"
الدنابيق,Danabiq,31.051324,31.4431374,محطة الدنابيق,"3C2V+G76، Unnamed Road, الدنابيق، المنصورة، الدقهلية،، الدنابيق، المنصورة، الدقهلية،, El Mansoura, 7680202, Egypt"
سلامون,Salamoun,31.0668345,31.4604037,محطة قطار سلامون,"3F86+P5J, Salamoun, El Mansoura, Dakahlia Governorate 7680602, Egypt"
شها,Shuha,31.0453964,31.3882888,Mansoura Train Station,"Gameat Al Dewal Al Arabiya St, Mansoura Qism 2, El Mansoura, Dakahlia Governorate 7660015, Egypt"
محلة دمنة,Mahallat Damanah,31.0631048,31.5084511,Maḥallat Damanah,"Maḥallat Damanah, Dakahlia Governorate, Egypt"
ميت ضافر,Mit Dafer,31.0788292,31.5456926,Mitt Dafer train station,"3GHW+G7P, Mit Dafer, Dekernes, Dakahlia Governorate 7820351, Egypt"
الخشاشنة,Khashashnah,31.0758044,31.5678708,محطة قطار الخشاشنة والمرساه,"3HG9+84H، المرساة، مركز دكرنس،, Dekernes, Dakahlia Governorate, Egypt"
دكرنس,Dikirnis,31.0784608,31.5991507,محطة قطار دكرنس,"3HHX+9MJ, Madinet Dikirnis, Dekernes, Dakahlia Governorate 7820815, Egypt"
ميت شرف,Mit Sharaf,31.0809119,31.6229801,محطة قطار ميت شرف,"3JJF+959, Mit Sharaf, Dekernes, Dakahlia Governorate 7821410, Egypt"
اشمون الرمان,Ashmoun Romman,30.29872199999999,30.979408,محطة قطارات أشمون,"Abdel Moneim Riad St, Madinet Ashmoun, Ashmoun, Menofia Governorate 6022737, Egypt"
ميت الخولي,Mit Khouly,31.1634548,31.80564519999999,Mit Salsil train station,"5R74+97J، شارع الترب, Al Gawabir, El Manzala, Dakahlia Governorate 7851151, Egypt"
ميت حديد,Mit Hadid,31.1175855,31.6725115,Mit Hadid,"Mit Hadid, Menyet El Nasr, Dakahlia Governorate, Egypt"
ميت عاصم,Mit Asem,31.121367,31.6949233,محطه قطار منشأه عاصم,"4MCV+GXV, Mit Asem, Menyet El Nasr, Dakahlia Governorate 7834004, Egypt"
كفر علام,Kafr Allam,31.1388763,31.7203496,Kafr Alam train station,"4PQC+H45, برمبال الجديده, Kafr Allam, Menyet El Nasr, Dakahlia Governorate 7834112, Egypt"
الرياض,Riyad,24.8559924,46.7628022,Riyadh,"شارع الثمامة, King Khalid International Airport, Riyadh 13422, Saudi Arabia"
الكردي,kurdi,31.16379909999999,31.7733729,محطة قطار الكردي,"Al Gamaleya - Matareya Rd, El-Kordy, Menyet El Nasr, Dakahlia Governorate 7841120, Egypt"
ميت سلسيل,Mit Salsil,31.1634548,31.80564519999999,Mit Salsil train station,"5R74+97J، شارع الترب, Al Gawabir, El Manzala, Dakahlia Governorate 7851151, Egypt"
ميت مرجا سلسيل,Mit Marga Selsil,31.1634548,31.80564519999999,Mit Salsil train station,"5R74+97J، شارع الترب, Al Gawabir, El Manzala, Dakahlia Governorate 7851151, Egypt"
الجمالية,Jamaliyah,31.1728926,31.8693329,Aesthetic Train Station,"5VF9+5P4, Mit Sherif, El Manzala, Dakahlia Governorate 7871804, Egypt"
ميت خضير,Mit Khodeir,31.1558277,31.89610849999999,محطة ميت خضير,"5V4W+8CQ, Mit Khodeir, El Manzala, Dakahlia Governorate 7874531, Egypt"
المنزلة,Manzalah,31.14895809999999,31.932905,محطة قطار المنزله,"4WXM+H5J, Al Manzalah, El Manzala, Dakahlia Governorate 7874702, Egypt"
دار السلام,Dar Salam,29.982066,31.2421753,Dar El Salam,"Al Isaweyah, Dar El Salam, Cairo Governorate 4223620, Egypt"
عصافرة المنزلة,Asafrah Manzalah,31.228861,29.96541,محطة قطار الظاهرية - Ad Dhahereyya Railway Station,"2 Adel Awad Allah, ADH Dhahereyah WA Izbat as Safih, El Raml 1, Alexandria Governorate 5450015, Egypt"
المطرية,Matariyah,30.1213363,31.31372229999999,El Matarya,"Helmeyat AZ Zaytoun, Ain Shams, Cairo Governorate, Egypt"
مصنع الغزل,Textile factory,30.9691788,31.1834408,محطه قطار الغزل,"شارع شركة الزيت والصابون، المحلة الكبرى (قسم 2)، المحلة الكبرى، الغربية،, Egypt"
بني أحمد,Beni Ahmed,28.4950757,30.8065249,محطة قطار بنى مزار,"Madinet Bani Mazar, Beni Mazar, Minya Governorate 2536201, Egypt"
منسافيس,Mansafis,28.0053168,30.8152471,محطة منسافيس,"2R48+43H مركز ابو قرقاص، Unnamed Road, Mansafis، منسفيس، أبو قرقاص،, Minya Governorate 2366430, Egypt"
ابيوها,Abyuha,27.9689405,30.8320942,محطة أبيوها,"XR9J+HRH، ابيوها, Abyouha, Abu Qirqas, Minya Governorate 2366301, Egypt"
اتليدم,Itlidim,27.8754569,30.8037186,محطة قطارات اتليدم,"Bani Sweif - Dayrout, Atlidam, Abu Qirqas, Minya Governorate 2365020, Egypt"
المحرص,Mahras,27.8294359,30.8003724,محطة المحرص,"RRH2+Q4H، ابيوها - المحرص، قلندول، ملوي، المنيا،, Mallawi, Egypt"
معصرة ملوي,Massarat Malawi,27.7034993,30.8674779,محطة قطار معصرة ملوى,"PV38+9XX، شارع بورسعيد, Al Maasarah Bahri, Mallawi, Minya Governorate 2350140, Egypt"
تل العمارنة,Amarna,27.6445082,30.8986239,Tell el Amarna,"JVVX+RC5، تل بني عمران, Tall Bani Omran, Al Minya Desert, Minya Governorate 2370321, Egypt"
الجرف,Jarf,33.1461347,-8.605445999999999,Gare Ferroviaire Jorf Lasfar,"S121, Morocco"
صنبو,Sanabo,27.499545,30.8114506,محطة صنبو,"FRX6+RH8، Unnamed Road, Kherafah, Dairut, Assiut Governorate 2155003, Egypt"
فزاره,Fazarah,27.4696834,30.8208192,محطة فزارة,"FR9C+V8G، ديروط - القوصية، صنبو، مركز ديروط، أسيوط،, El Qusiya, Egypt"
بني قره,Beni Qorah,27.3873598,30.8936106,محطة قطار بنى قرة,"9VPV+WCP, جسر أبو منديل، بني قرة، مركز القوصية،،, Bani Qorah, Manfalut, Assiut Governorate, Egypt"
بني شقير,Beni Shakeir,27.3498392,30.9675551,Bani Shakeir,"Bani Shakeir, Manfalut, Assiut Governorate, Egypt"
الحواتكة,Hawatkah,27.2686786,31.0135396,محطة قطار الحواتكة,"7297+FC6، كوبري الحواتكه, Manfalout, Manfalut, Assiut Governorate 2125033, Egypt"
نجع سبع,Nagaa Sabee,27.2452489,31.070773,Nagaa Sabee,"Nagaa Sabee, Asyut, Assiut Governorate, Egypt"
بني حسين,Beni Hussein,28.4950757,30.8065249,محطة قطار بنى مزار,"Madinet Bani Mazar, Beni Mazar, Minya Governorate 2536201, Egypt"
قمن العروس,Qamn Arous,29.2747723,31.1653117,Qamn Al Arous,"Qamn Al Arous, El Wasta, Beni Suef Governorate, Egypt"
شريف باشا,Shreef Basha,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
الفنت,Fant,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
ملاطية,Malatya,38.352225,38.2833501,Malatya,"İnönü, 44070 Yeşilyurt/Malatya, Türkiye"
قلوصنا,Qulusna,28.3109027,30.7139744,محطة قطارات سمالوط,"سمالوط، مدينة سمالوط، سمالوط، المنيا،, Egypt"
تزمنت,Tezment,29.0543567,31.0605158,Tizmant Ash Sharqiyyah,"Tizmant Ash Sharqiyyah, Ad Daweyah, Beni Suef, Beni Suef Governorate, Egypt"
اولاد الياس,Awlad Ilyas,24.0998701,32.902257,Aswan Railway Station,"كورنيش النيل، أسوان مدينة اسوان ثاني اجمل مدن العالم ذي طابع فريد، 81511, Egypt"
شطب,Shatb,27.1462969,31.236794,محطة قطار شطب,"46WP+GP7, Awlad Ibrahim, Asyut, Assiut Governorate 2063282, Egypt"
المطيعة,Mutiah,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
باقور,Baqur,27.0953802,31.2998534,محطة باقور,"37WX+5W5، Unnamed Road, Nazlet Baqour, Abu Tig, Assiut Governorate 2053370, Egypt"
النخيلة,Nekhaylah,27.0130098,31.3358312,محطة قطار النخيلة,"287P+684، Unnamed Road، النخيلة, Abu Tig, Assiut Governorate 2051421, Egypt"
مشطا,Mishta,26.861411,31.4640044,محطة مشطا,"VF67+HH9, Kom El-Arab, Tima, Sohag Governorate 1765401, Egypt"
شطورة,Shatourah,26.7681664,31.5055968,Tahta Railway Station,"QG94+77C، عرب بخواج، مركز طهطا،, Tahta, Sohag Governorate, Egypt"
بنجا,Banja,30.4558513,31.1806955,Benha railway station,"Qism Banha, Banha, Al-Qalyubia Governorate 6460301, Egypt"
الصوامعة,Sawamaah,26.5512725,31.69893759999999,Sohag Railways Station,"HM2X+GHH, شارع والورشة, El-Khouly, Sohag 1, Egypt"
السايح,Sayh,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
شندويل البلد,Shandawil B,26.6203496,31.6407275,Train Station,"Gazirat Shandaweil, Sohag, Sohag Governorate 1694453, Egypt"
جزيرة شندويل,Jazirat Shandawil,26.6203496,31.6407275,Train Station,"Gazirat Shandaweil, Sohag, Sohag Governorate 1694453, Egypt"
بلصفورة,Balasfurah,26.5215388,31.7413591,محطة قطار بلصفوره,"GPCR+JG9, Rawafee Al Qoseir, Sohag, Sohag Governorate 1695147, Egypt"
العيساوية,Isawiyyah,26.5135696,31.7737994,محطه قطارات العيساويه,"GQ7F+CGF، روافع العيساوية، مركز المنشأة،, Sohag, Sohag Governorate, Egypt"
الأحايوه,Ahaywah,26.4333336,31.8057639,محطة الأحايوة,"CRM4+88J، طريق بيت نوار، الأحايوة غرب، مركز المنشأة، سوهاج،, Aserat, Egypt"
البندار,Bindar,30.4558513,31.1806955,Benha railway station,"Qism Banha, Banha, Al-Qalyubia Governorate 6460301, Egypt"
مزاتا غرب,Mzata west,26.3374136,31.8888655,Gerga Station,"8VPQ+XG9, Gerga, Sohag Governorate 1632201, Egypt"
الساحل ق,Sahel Q,30.9693229,28.7227197,Train Station Sidi Abdel Rahman,"XP9F+P3H, El Alamein, Marsa Matrouh Governorate 5062150, Egypt"
بني حميل,Beni Hamil,26.2347296,31.9971666,محطة البلينا,"6XMW+VVV، شارع المحطة, Al Balena, El Balyana, Sohag Governorate 1616022, Egypt"
سمهود,Samhud,26.9644391,31.3761287,Sidfa Train Station,"X97G+QFC, Sodfa, Assiut Governorate 2032402, Egypt"
رفاعة,Rufaa,26.0915735,32.1262323,محطة قطار رفاعة,"34RG+JFQ, Refaah, Abu Tesht, Qena Governorate 1584010, Egypt"
بهجورة,Bahjurah,26.3374136,31.8888655,Gerga Station,"8VPQ+XG9, Gerga, Sohag Governorate 1632201, Egypt"
خزام,Khozam,25.7801778,32.762473,محطه قطار خزام,"QQJ6+3XH، خزام، بجوار السكة الحديد، خزام، قوص، قنا،, Qus, Egypt"
العيايشة,Ayshah,25.8225717,32.780298,Al Ayayshah Railway Station,"RQFJ+24F، Unnamed Road, Al Ayayshah, Qus, Qena Governorate 1430038, Egypt"
الشنهورية,Shanhoria,31.228861,29.96541,محطة قطار الظاهرية - Ad Dhahereyya Railway Station,"2 Adel Awad Allah, ADH Dhahereyah WA Izbat as Safih, El Raml 1, Alexandria Governorate 5450015, Egypt"
الشيخ عامر,Sheikh Amer,31.0183325,29.7981673,Amiriya Train Station,"2Q9X+87M, Al Amrereyah Gharb, Amreya 1, Alexandria Governorate 5254501, Egypt"
الكراتية,Karateyah,31.1867519,31.118755,محطة قطار الكراكات,"54P9+PG2 بيلا، الكراكات منتصف، شارع المحطه, Kafr Al Hegnah, Bila, Kafr El-Sheikh Governorate 6952201, Egypt"
البراهمة,Barahmah,31.1659466,31.4419081,Battra Train Station,"5C8R+9QC, بالقرب من كوبري المشاه بساط بطره طلخا, Batrah, Talkha, Dakahlia Governorate, Egypt"
ابنود,Abnoud,26.0539657,32.7966903,محطة سكك حديد ابنود,"3Q3W+HM, Abnoud, Qena, Qena Governorate 1452374, Egypt"
الاشراف,Ashraf,31.2042033,30.5765283,Train Station,"6H3G+MJJ, FEWA - Mtobes Rd, Mit Al Ashraf, Fuwa, Kafr El-Sheikh Governorate 6811445, Egypt"
الاشراف ق,Ashraf Qibliyyah,31.2042033,30.5765283,Train Station,"6H3G+MJJ, FEWA - Mtobes Rd, Mit Al Ashraf, Fuwa, Kafr El-Sheikh Governorate 6811445, Egypt"
الجزيرية,Jiziriyyah,30.0092238,31.2079466,El Giza Station,"2655+M5R, Al Omraneyah Ash Sharqeyah, El Omraniya, Giza Governorate 3724110, Egypt"
المخادمة,Makhadmah,26.1838858,32.6368762,Al Makhadma Railway Station,"5JMP+HQ2, Al Makhadmah, Qena, Qena Governorate 1456204, Egypt"
القناوية,Qinawiyyah,26.1622143,32.7272833,Qena Railway Station,"Al Mahatta, قسم قنا، Qena, Qena Governorate 1461122, Egypt"
اولاد عمرو,Awlad Amr,26.1610997,32.5994817,محطة اولاد عمرو,"5H6X+CQQ, Awlad Amr, Qena, Qena Governorate 1457631, Egypt"
السمطا,Samta Q,31.2937154,27.3326693,Mahto train Simla,"Mersa Matruh, Marsa Matrouh Governorate 5056822, Egypt"
المراشدة,Marashdah,30.0626726,31.2458461,Ramsis station,"Ramses, Al Fagalah, Al Azbakeya, Cairo Governorate 4321102, Egypt"
فاو,Faw,26.10003,32.4108837,محطة فاو,"4C26+296، Unnamed Road، فاوغرب, Dishna, Qena Governorate 1530411, Egypt"
الياسينية,Baseineyah,31.0183325,29.7981673,Amiriya Train Station,"2Q9X+87M, Al Amrereyah Gharb, Amreya 1, Alexandria Governorate 5254501, Egypt"
الرحمانية ق,Rahmaneyah Q,31.1263656,30.6276771,Rahmaniyah Train Station,"Ezbet Kafr Ghoneim, Rahmaniya, Beheira Governorate 5864002, Egypt"
السلمية ق,Salmiyyah Q,30.7375619,30.9754955,Kafr El Sheikh Selim Train Station,"PXQG+25H, Kafr El-Shaikh Selim, Tanta, Gharbia Governorate 6641357, Egypt"
الكرنك,Karnak,25.6965585,32.644726,Luxor Railway Station,"Luxor City, Luxor, Luxor Governorate 1362367, Egypt"
الزينية,Zayniyyah,31.2189328,29.9424796,Sidi Gaber Railway Station,"Abou Quer, Sidi Gabir, Sidi Gaber, Alexandria Governorate 5433011, Egypt"
الرضوانية,Radwania,24.0998701,32.902257,Aswan Railway Station,"كورنيش النيل، أسوان مدينة اسوان ثاني اجمل مدن العالم ذي طابع فريد، 81511, Egypt"
الوحدة,Wehdaa,25.6124223,32.5735157,El Wehda Railway Station,"JH6F+XC6, Cairo - Aswan Eastern Desert Rd, Al Toud City, Luxor, Luxor Governorate 1353025, Egypt"
الطود,Toud,25.6124223,32.5735157,El Wehda Railway Station,"JH6F+XC6, Cairo - Aswan Eastern Desert Rd, Al Toud City, Luxor, Luxor Governorate 1353025, Egypt"
نجع الجسور,Nagaa Gossor,26.1622143,32.7272833,Qena Railway Station,"Al Mahatta, قسم قنا، Qena, Qena Governorate 1461122, Egypt"
العديسات,Idisat,25.5576597,32.4924657,Al Adisat Railway Station,"HF5R+3X8, Qena - Edfo, Al Odeisat, Luxor, Luxor Governorate 1352104, Egypt"
الشغب,Shaghab,25.5169909,32.5004054,Al-Shaghab Railway Station,"GG83+89، GG82+Q4 إسنا،, Esna, Egypt"
المعلة,Maelah,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
نجع ابو سعيد,Nagaa Abo Said,25.4436661,32.5453391,Nagaa Al Masaid Railway Station,"CGVW+F4 إسنا،, Egypt"
المطاعنة,Mataenah,25.3099697,32.5706004,Esna Railway Station,"8H5C+X6Q، الدير، إسنا،, Esna, Luxor Governorate, Egypt"
الدير,Deir,25.3323148,32.5765366,Al Deir Railway Station,"8HJG+WJ إسنا،, Egypt"
الكلابية,Kelabeyah,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
جزيرة راجح,Gazirat Rageh,30.0626726,31.2458461,Ramsis station,"Ramses, Al Fagalah, Al Azbakeya, Cairo Governorate 4321102, Egypt"
الخوي ج,Khoy N,25.3908475,30.5551615,Extra train station,"Qesm Al Wahat Ad Dakhlah, The New Valley Governorate 1061471, Egypt"
الفوسفات ج,Phosphate N,25.1157642,32.81109440000001,Fosfat Nagas Helal Railway Station,"4R86+8C5, Cairo - Aswan Eastern Desert Rd, Al Hagz Qebli, Edfo, Aswan Governorate 1296803, Egypt"
الكلح,Kilh,30.1761076,31.3481858,Qalag train station,"Al Qalg, Al Khankah, Al-Qalyubia Governorate 6345306, Egypt"
الدومارية,Dawamaria,24.4050004,32.9273139,Daraw Railway Station,"El-Abaseya, Draw, Aswan Governorate 81631, Egypt"
العطواني,Atwani,24.0998701,32.902257,Aswan Railway Station,"كورنيش النيل، أسوان مدينة اسوان ثاني اجمل مدن العالم ذي طابع فريد، 81511, Egypt"
البغدادي,Boghdady,25.6367881,32.6033929,Elboghdady railway station محطة قطار البغدادي,"JJP3+P96, El-Boghdady, Luxor, Luxor Governorate 1356005, Egypt"
الفوزة,Fuzah,30.7275545,31.79431829999999,محطة قطار فاقوس,"محطة قطار فاقوس، مدينة فاقوس ، مركز فاقوس ، الشرقية ، مصر، البيروم، مركز فاقوس، الشرقية 44641،، 44641, Egypt"
الطوناب,Tunab,24.8671684,32.8918718,At Tunab Railway Station,"VV8R+VP9, At Tonab, Edfo, Aswan Governorate 1294252, Egypt"
السراج,Siraj,24.8558979,32.8914427,محطة قطار السراج,"VV4R+9H4, At Tonab, Edfo, Aswan Governorate 1294244, Egypt"
جعفر الصادق,Gaafar Sadik,31.2189328,29.9424796,Sidi Gaber Railway Station,"Abou Quer, Sidi Gabir, Sidi Gaber, Alexandria Governorate 5433011, Egypt"
السيد سعيد,sayid Said,31.2602936,32.3009429,Port Said Railway Station,"7862+498، ميدان 15 مايو، حى الشرق، بور سعيد, Port Said Governorate 8571030, Egypt"
جبل السلسلة,Gebel Silsila,24.650135,32.9300537,Gebel el Silsila,"MW2J+323, Al Kagoug, Markaz Kom Ombo, Aswan Governorate 1280482, Egypt"
الرغامة,Raghama,31.228861,29.96541,محطة قطار الظاهرية - Ad Dhahereyya Railway Station,"2 Adel Awad Allah, ADH Dhahereyah WA Izbat as Safih, El Raml 1, Alexandria Governorate 5450015, Egypt"
الشطب البلد,Shatb B,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
السلام النوبية,Salam Aneibah,24.0998701,32.902257,Aswan Railway Station,"كورنيش النيل، أسوان مدينة اسوان ثاني اجمل مدن العالم ذي طابع فريد، 81511, Egypt"
الرتاج,Retaj,30.0626726,31.2458461,Ramsis station,"Ramses, Al Fagalah, Al Azbakeya, Cairo Governorate 4321102, Egypt"
الجعافرة,Jaafrah,26.3374136,31.8888655,Gerga Station,"8VPQ+XG9, Gerga, Sohag Governorate 1632201, Egypt"
الاعقاب,Aaqab,24.0998701,32.902257,Aswan Railway Station,"كورنيش النيل، أسوان مدينة اسوان ثاني اجمل مدن العالم ذي طابع فريد، 81511, Egypt"
الاعقاب ق,Aaqab Q,30.1761076,31.3481858,Qalag train station,"Al Qalg, Al Khankah, Al-Qalyubia Governorate 6345306, Egypt"
الخطارة,Khttarah,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
الشديدة,Shadedh,31.228861,29.96541,محطة قطار الظاهرية - Ad Dhahereyya Railway Station,"2 Adel Awad Allah, ADH Dhahereyah WA Izbat as Safih, El Raml 1, Alexandria Governorate 5450015, Egypt"
ابو الريش ق,Abo Resh Q,24.1436865,32.8931643,محطة سكه حديد ابو الريش,"4VVV+F7F، Unnamed Road, قسم أسوان،, Aswan، البحر الأحمر, Egypt"
بشتيل المحطة,Bashtil,30.0653204,31.1887237,Bashtil - Upper Egypt train station,"Bashtil, Al Warak, Giza Governorate 3811001, Egypt"
